Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,281074,-,-,-,51.05,-114.1,-7,1070,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2021,1,1,0,0,-6.6000000000000005,1.45,0.017,0.64,0,0,0,0,0,-9.1,0,0,0,0,0.322,82.72,150.89000000000001,0.9,0.8,886,0.6000000000000001,264,2.9000000000000004,0.0000,0.0000
2021,1,1,0,30,-6.4,1.45,0.017,0.64,0,0,0,0,0,-9.1,0,0,0,0,0.32,81.46000000000001,151.87,0.9,0.8,886,0.6000000000000001,264,2.8000000000000003,0.0000,0.0000
2021,1,1,1,0,-6.2,1.44,0.017,0.64,0,0,0,0,0,-8.6,0,0,0,0,0.318,83.08,151.66,0.91,0.8,886,0.6000000000000001,264,2.8000000000000003,0.0000,0.0000
2021,1,1,1,30,-6.1000000000000005,1.44,0.017,0.64,0,0,0,0,0,-8.6,0,0,0,0,0.318,82.45,150.3,0.91,0.8,886,0.6000000000000001,263,2.7,0.0000,0.0000
2021,1,1,2,0,-6.1000000000000005,1.44,0.017,0.64,0,0,0,0,0,-8.5,0,0,0,0,0.317,83.42,147.93,0.91,0.8,886,0.6000000000000001,262,2.6,0.0000,0.0000
2021,1,1,2,30,-6.300000000000001,1.44,0.017,0.64,0,0,0,0,0,-8.5,0,0,0,0,0.317,84.7,144.78,0.91,0.8,886,0.6000000000000001,262,2.4000000000000004,0.0000,0.0000
2021,1,1,3,0,-6.5,1.43,0.017,0.64,0,0,0,0,7,-8.8,0,0,0,0,0.316,83.58,141.04,0.91,0.8,886,0.6000000000000001,261,2.2,0.0000,0.0000
2021,1,1,3,30,-6.800000000000001,1.43,0.017,0.64,0,0,0,0,7,-8.8,0,0,0,0,0.316,85.52,136.91,0.91,0.8,886,0.6000000000000001,261,2.1,0.0000,0.0000
2021,1,1,4,0,-7.1000000000000005,1.42,0.018000000000000002,0.64,0,0,0,0,7,-9.4,0,0,0,0,0.316,83.94,132.5,0.92,0.8,886,0.6000000000000001,261,2,0.0000,0.0000
2021,1,1,4,30,-7.2,1.42,0.018000000000000002,0.64,0,0,0,0,7,-9.4,0,0,0,0,0.315,84.59,127.91,0.92,0.8,886,0.6000000000000001,261,1.9000000000000001,0.0000,0.0000
